temperature,vibration,pressure,humidity,rotation_speed,voltage,current,oil_level,load,motor_temperature,gearbox_temperature,sound_level,fan_speed,reactive_power,active_power,machine_failure
84.23353663,0.528016116,28.50080947,42.68145455,1476.291091,236.722659,4.592565926,72.37629302,84.28967949,54.5275282,70.40658479,77.28352212,1188.862589,43.27826998,112.7169679,0
72.27540457,0.282733045,31.49959237,41.40504625,1520.481806,228.5673742,5.717154835,68.76332018,68.32134693,53.57636117,57.84405833,78.4223574,1193.777169,53.99832258,115.8956333,0
75.36658984,0.542359907,32.82393174,41.85030558,1438.983966,209.920883,4.343918399,68.19185945,68.64364095,67.48440137,59.046271,74.24466398,1242.721888,42.58097072,97.08978527,0
76.67228395,0.612670514,27.33995723,48.26808634,1498.18347,213.022811,4.597004134,74.05130022,71.52526109,60.58254026,61.02670408,68.32684767,1207.732427,51.45456701,115.3785495,1
75.0920919,0.579426468,30.11471398,38.512589,1470.17943,219.9721389,4.933498418,64.57126145,72.79544929,58.1200821,55.75944944,77.98122079,1146.492077,48.5293841,97.79437466,0
66.4830878,0.549097495,28.68970729,33.55846191,1482.970065,223.4182521,5.252668574,62.43084749,79.7587089,64.13419315,73.08260827,76.11362029,1211.522994,54.67155869,97.17922943,0
78.22742091,0.380607499,28.64996143,42.92952101,1513.392182,236.7134758,4.570193243,73.86423919,85.64776264,65.30908323,62.28489027,72.93103349,1232.427337,46.62031168,112.9042532,1
74.11526386,0.389429533,28.08807676,33.04889037,1653.843019,213.644589,5.204532469,77.63406332,90.57960714,60.29304459,71.49346645,80.02690888,1209.86863,45.36142854,103.2683221,0
79.06262911,0.463755906,30.79608705,32.42764845,1450.415167,227.4365178,5.090035519,71.18111823,71.18566295,62.28177987,58.17661837,78.8130903,1233.671441,50.33047123,99.475523,0
68.81092251,0.595670232,27.05650341,44.38227823,1548.655078,225.9957754,5.50946162,69.80427987,50.56858435,63.51015162,66.16642521,73.95975033,1238.460764,45.22122821,96.03916034,0
73.65296583,0.586047349,29.92934355,42.61125318,1511.334212,221.0705745,4.259209614,72.30636042,73.63154786,58.59077575,66.5776147,68.46063402,1119.498916,51.73694921,114.4682284,0
79.17846056,0.497248509,27.87126044,41.65425652,1447.990314,236.8918893,5.140022671,73.04940024,76.79216138,61.64322013,58.03091176,73.07575263,1157.044786,34.58718912,103.2638101,0
79.06754818,0.555781031,31.49322927,34.92620253,1519.171752,221.8847576,5.303920169,60.26737357,71.49024919,59.56891451,69.05456886,71.07394761,1134.500624,44.45912652,97.69151032,0
68.08600135,0.559252695,31.02015388,38.21663433,1440.29053,235.9947094,4.820960277,69.10190139,90.64170702,68.32571191,65.67745686,73.69789994,1142.114354,48.98673369,106.7610364,0
82.75575988,0.505701312,31.65442883,44.20367241,1513.10334,216.175476,4.357806482,73.91013694,79.3522774,68.67020977,71.36214191,74.89628332,1173.02851,39.80776738,82.58235888,0
83.34510763,0.641222056,29.34586231,39.08715513,1506.430873,214.4045371,5.898332601,70.44697639,72.29575201,61.87031044,61.99746682,74.90558589,1189.948061,48.0028761,102.2517093,0
71.131054,0.512267032,28.18576601,36.10073527,1482.741765,207.2904828,4.595137582,65.51170307,65.78650055,45.99044215,67.31077048,72.58691549,1214.564183,53.49725045,94.24509787,0
75.86590463,0.340700627,30.5691185,32.32479876,1380.653506,201.5342695,3.643693718,73.73722486,81.07699449,54.9578349,63.32698073,73.96168718,1235.383912,44.98267287,88.69883368,0
79.12708174,0.639020755,30.69021228,50.43023525,1524.735283,211.9490482,4.380205994,71.11963437,82.4207067,65.39062698,62.16593341,72.45328603,1158.070967,53.23022672,96.29486643,1
80.26576427,0.424803067,27.4547141,38.37194474,1436.799692,218.9380591,5.699613975,75.96793268,61.84351024,66.22520504,63.60940068,73.34497459,1201.223983,52.2810166,101.8111229,0
67.84612449,0.61337701,30.81017208,46.4532223,1572.637777,214.0775916,5.413201659,75.66402349,94.92952623,56.35804843,67.37371052,66.87730292,1212.053804,44.94704698,106.4529696,0
72.2226144,0.677531089,32.50000174,42.46827424,1627.450485,215.2979666,4.622566902,68.46214291,72.45701867,59.21861832,68.46387885,75.45680813,1287.805079,48.97353739,82.99879131,0
68.52460614,0.393246709,31.19378115,42.28902805,1358.383704,222.3160747,4.979264111,60.8579706,73.83928785,58.79637848,64.86015293,76.82547495,1182.072874,50.53642933,94.16439452,0
76.33525133,0.28481846,31.44620018,38.08591405,1566.0207,211.85244,4.017731981,67.10524121,77.31631201,60.57154377,65.48004634,77.66957086,1204.818856,50.42005095,81.38486639,0
80.22080439,0.440753574,31.37305976,35.54841076,1523.768281,204.9952345,4.905492851,69.71469354,76.13070553,62.23848133,66.21301407,75.24108698,1208.520771,59.86262387,103.533938,0
79.35562352,0.257575974,27.22372612,29.05039148,1455.183367,213.7548954,4.903347887,74.86221999,89.28015659,62.85612105,65.18781676,71.44514418,1179.136732,40.57067691,114.9226451,0
72.86559465,0.602996082,30.93392602,43.72092855,1541.888211,222.9845181,4.618791025,73.52168105,91.46487159,56.53967401,57.35704352,76.10505601,1151.730189,49.8763229,94.68224299,1
74.67124869,0.695834745,32.95634906,40.86127193,1492.837054,224.0327456,4.46266948,62.57697604,81.26824685,62.73869489,63.95541021,72.50283167,1088.516168,49.7647073,100.8882296,1
72.60625689,0.550872502,27.50083183,30.15747893,1532.616517,216.3899078,5.347582624,78.61537359,79.7031121,64.88253295,64.94049588,75.64509583,1183.946029,45.38973476,93.72963491,0
72.7384684,0.612411272,33.79112003,42.53120495,1568.923481,236.5330964,5.160498782,65.06067045,83.07039237,68.37135383,68.76241689,75.61044601,1239.300865,54.4024323,90.40027481,0
78.29272136,0.390903357,31.60445201,40.69943616,1507.346765,213.465371,4.736722433,64.22274103,80.44552166,61.89849839,61.44340045,76.01070979,1224.726125,53.33271266,108.5494465,0
77.56892975,0.433709908,31.06684005,44.15095906,1357.268667,214.940338,5.064593737,77.44799705,64.40564221,50.78531547,57.46223528,73.23126301,1229.384745,50.14282881,98.73012187,0
68.88936096,0.382096021,31.00517409,43.01547342,1448.146696,214.3580382,5.008062394,74.9717576,88.71555966,56.10096662,57.11385815,78.54870147,1155.320952,53.48094858,92.52778168,0
80.26820898,0.31693671,29.54748687,37.75887692,1479.655738,206.4402966,5.182879993,66.37569458,76.24491019,61.68291523,59.37451836,74.21465783,1211.006459,50.45020792,84.94928126,0
70.7082111,0.661227826,26.608154,41.38679231,1466.728885,214.8133328,6.032110067,62.96353278,81.63334681,59.36667986,67.04048029,76.24126261,1229.340093,53.59165772,92.26360155,1
77.64902089,0.666125921,29.34894885,44.39708521,1408.945697,232.2394875,4.124512213,73.97461557,73.161511,63.91577828,65.34542596,75.8261887,1183.815862,46.78063994,100.3889452,0
65.9755895,0.608874862,31.44806366,34.13060018,1557.214653,213.8836626,5.141526581,66.0461454,69.44675841,55.90306585,64.56918948,76.00878885,1232.668419,53.53477505,113.3494673,0
73.4522678,0.6938929,34.29410035,38.42456634,1490.090216,225.2396051,4.460233574,77.2780024,89.057176,56.01506666,59.6152273,71.95918247,1255.433721,51.48100222,80.13709388,0
73.42365378,0.470505032,28.58987356,43.67810999,1502.274574,223.603934,4.553202493,70.07002484,74.93365166,56.91357147,55.43329833,76.51976302,1261.03576,47.21767111,107.1560907,0
71.42824291,0.600981709,28.15091578,31.84362092,1489.143446,219.8913286,5.224242727,59.6431141,76.13997424,57.68571857,70.27847124,78.33839459,1152.492373,53.92142377,96.5157205,0
78.55807439,0.632819414,32.45633293,36.62532991,1466.58274,214.7346831,5.219743024,75.26105578,78.53519329,59.8252925,65.01462983,73.07361848,1279.49478,46.26718324,103.0941619,0
80.94196637,0.419412993,29.43801294,39.01859674,1548.391301,223.2129147,4.186344136,71.9952207,73.515308,68.56355706,60.57165908,73.12920936,1242.177515,47.43753305,95.2380084,1
76.63463687,0.529355793,29.10097006,41.60392863,1540.445963,216.5593604,6.071503527,66.79922772,84.10383277,57.55292883,58.95758898,73.74045901,1215.94187,50.39601464,102.0431988,0
69.64553751,0.591831661,29.45882495,34.48165086,1457.682014,217.993607,4.135408555,73.64886469,79.98171241,58.91999289,68.68381673,77.29170873,1194.772431,48.57063873,98.14734085,0
82.48022156,0.47476465,33.82462512,37.92393116,1458.055366,220.3769657,5.10167973,69.75585082,72.3123359,62.49555253,61.64041345,72.75356499,1215.503441,43.22456967,115.1167341,1
80.89648592,0.652846843,31.17208776,33.53687326,1482.457528,214.2968593,5.245722755,69.90040802,74.50075168,60.53880028,69.27451961,74.0929513,1264.204014,50.81935701,109.7063367,0
74.90743432,0.445375555,28.89216858,40.39288515,1511.351724,203.6798511,6.072912463,71.53067277,79.43211404,63.30171527,67.49910818,75.16015282,1175.189706,47.39022217,100.4312543,0
76.84336654,0.56969544,29.86346326,37.21940627,1480.406162,219.2977964,5.473403783,62.56069148,78.83428654,64.67327354,60.36743373,76.8977484,1167.402392,49.7452886,94.51603212,0
76.88605938,0.471399578,30.64413955,42.31241812,1511.927748,221.6665582,4.434466382,70.70989957,76.99871213,58.82710485,62.48545175,75.90372744,1218.65612,39.50906268,106.0402485,0
74.82657556,0.438756263,29.26984806,35.1493787,1404.434155,221.8430906,5.192985046,71.08859101,87.06505464,70.82760726,73.22677476,70.66821323,1224.819082,43.96112589,86.16532688,0
83.43570818,0.347434369,30.07616526,35.37717943,1544.057336,212.8853781,5.201134039,71.25314116,85.71141242,57.59892783,60.07133483,73.11884746,1199.472178,51.33147678,90.25939843,0
77.53637016,0.500642227,23.60830056,42.91285659,1439.035777,227.154931,6.764527594,75.29975085,85.30867162,64.57911891,67.36668338,81.09347614,1178.46142,54.79626688,82.03802245,0
70.47841687,0.388038257,26.60733469,34.74345044,1472.45091,218.899945,4.59878498,59.75262757,75.5424254,59.24024438,65.15403567,72.14968629,1201.025086,52.83303916,93.76283965,0
80.33337345,0.456361411,32.30462165,36.00029747,1471.527511,206.0092157,4.377756775,64.02906674,70.6416877,58.18412221,64.85098109,72.26196372,1133.467546,49.50984464,105.7128305,0
76.46536237,0.664201516,26.2195057,34.8072809,1549.508312,211.3071301,5.362295889,68.0725338,89.26257491,58.52471905,65.38539306,71.88437743,1235.010492,41.50774716,105.7692041,0
78.43130095,0.563377688,32.23257591,46.85268072,1499.721985,217.7514694,4.956457637,68.97935116,85.44624574,64.69478589,54.69297288,74.77116554,1247.159665,54.49122286,109.2303344,0
70.2222978,0.462716685,35.15813372,26.98431456,1514.290164,224.5061305,3.986161364,71.47755846,79.67518964,57.82375901,63.77075841,76.00896891,1193.290116,46.87594398,89.17841864,1
80.45753426,0.554673357,31.8768928,41.69343659,1501.778304,233.3388575,5.351329999,69.79370174,87.98566673,61.34387895,61.9958518,69.9498536,1118.883969,57.67815489,91.00142028,0
75.38684154,0.44357524,28.52063153,42.48099594,1470.533388,216.2124016,5.478996971,66.98687848,78.86841506,57.83670243,59.56053494,75.67962825,1145.52433,48.88030288,92.89974913,0
73.67671583,0.401140889,36.07081866,44.87656229,1590.670385,218.7511311,5.795700184,67.92684746,87.57032065,54.86687259,72.54459447,73.91484904,1123.963924,47.05331718,83.93541099,0
84.00470216,0.484872672,28.2889459,30.55175354,1555.962246,232.2385592,4.96125285,68.09981577,82.96572677,59.948972,59.86878812,79.63227799,1157.321686,53.68113723,126.9804046,1
66.10639876,0.532307927,32.69119859,33.25211894,1534.317678,228.9866916,4.606412965,68.12296277,54.91042822,52.86675395,70.6731985,71.15552708,1097.44738,47.71685607,97.44793866,0
77.8488364,0.605605681,33.40686044,45.58416888,1497.423854,215.543497,6.333452611,70.45657364,89.53009498,63.25333814,66.74807666,72.50057543,1251.377636,57.7667735,93.61969834,0
74.61449145,0.51042011,29.04045743,33.4143404,1475.791302,215.853731,4.809255293,69.15790144,82.62502891,63.15612178,68.20013309,71.44255527,1098.204871,47.07024616,112.1506561,0
73.63638215,0.54283071,27.64571428,34.42976775,1580.815002,202.5705247,5.899240044,67.23715327,60.29691419,58.53621041,66.13146134,77.15321612,1280.615576,47.63058565,118.4539968,0
72.65412174,0.518468031,25.65106434,33.07006029,1432.124123,228.0315474,5.404632349,60.82115622,88.95796218,63.5091152,60.70300395,72.92683687,1192.033571,48.85924325,94.11846875,0
75.13045525,0.61618783,31.67441854,40.84029903,1520.738645,205.3432614,4.253768865,72.99725343,88.84842583,60.93970888,63.03885194,74.65178757,1185.939377,43.78790163,106.3202322,0
69.59468336,0.58712973,29.88207814,46.09097356,1547.565312,223.3164767,4.881096481,77.46501552,85.30369189,72.65184834,70.34274779,79.45167046,1182.343991,58.99869146,89.29245624,0
70.12659165,0.250059429,26.66562613,36.96748306,1500.641432,222.7301072,5.071713283,71.36118363,78.58291278,57.29263497,57.53405094,78.97501396,1179.245433,49.5918282,110.5813611,0
77.95327415,0.452616065,28.84493456,40.71524385,1511.374794,197.3394791,4.683363648,72.92262026,79.31713792,61.27988573,71.5791092,74.45757766,1206.038523,47.08866469,113.0112985,0
71.34816684,0.444250821,27.94611052,37.91045227,1421.455927,238.0760851,5.145601378,64.80444416,80.06381541,59.73622446,69.77694286,75.90891562,1215.477782,41.97597845,105.5081284,0
76.17807279,0.338486818,34.39253172,35.84022541,1441.151894,213.3185695,4.695753048,59.23543242,80.16374242,51.94868441,64.06781792,73.38791223,1277.959115,58.36020887,97.87541275,0
80.32740188,0.401282047,24.21698226,34.07984721,1486.024627,217.3476246,4.728196552,71.17129632,82.67475389,65.54222301,73.52681178,76.98692069,1263.176951,50.85005109,103.2375507,0
65.66367404,0.530982071,28.05737458,43.78747575,1542.238719,220.1345036,4.983861553,58.62689484,89.66956645,59.05702585,64.00715407,74.19151873,1191.368682,57.18044673,109.219366,0
73.0745886,0.539580353,27.39860935,36.45279499,1509.062558,223.5116547,5.510018253,71.99496079,68.22583495,54.35682743,68.18435079,69.98278642,1255.524993,57.89903479,91.55262591,0
71.99680655,0.561351797,30.62897825,37.45096653,1579.926906,232.8807572,4.017222054,64.21529301,63.74878741,61.47612379,56.47689021,76.095507,1129.819189,47.06514507,107.3975929,0
68.00716213,0.418180112,29.00607485,40.22611354,1420.820581,221.6540366,5.219289645,73.76708737,98.95148612,60.87787042,68.88867524,76.77540357,1162.076804,53.83531345,107.9668416,1
77.36796215,0.54535343,31.7754424,47.47469114,1563.594621,224.5358552,5.01740377,70.49656907,98.3256124,61.36955543,63.63186195,78.48794418,1218.452602,49.99242749,89.80031281,1
73.55670681,0.539180401,30.4301654,29.35632953,1483.796591,210.9505217,4.227532039,68.84470232,71.09564247,63.73773063,55.04429926,76.88430891,1202.346815,46.26448623,103.0193169,0
64.87428707,0.667770081,30.0428192,45.03721987,1571.75437,206.0219452,4.684298722,68.71473796,89.14077164,62.68194609,70.80751524,71.0594166,1315.083743,39.18660495,103.4929277,0
72.56437308,0.454677195,27.52376841,33.13767226,1518.97027,228.4178077,4.870977242,58.79042033,76.94367558,64.95355423,68.81899886,75.37399018,1258.509617,56.75496953,96.77988029,0
80.14577819,0.57999419,35.96118334,43.96587844,1514.547368,214.2591742,5.30747232,70.58853709,64.30610405,66.78809817,60.07793477,72.68149881,1179.774246,55.10729052,100.4767289,1
77.50458594,0.651344974,30.25767902,36.02221466,1479.128481,225.0458181,5.846173286,78.914528,70.72626994,69.23933498,59.35829215,74.0704653,1224.287357,52.26637021,109.492573,1
85.37700399,0.425278832,30.25706148,36.21618011,1585.952031,219.7373921,5.673049897,64.35704663,87.09599479,55.98282863,68.05800781,71.57117236,1188.34614,50.85200497,83.86098545,0
76.73224105,0.284660989,34.9844105,38.153964,1556.389013,211.4777536,4.55814043,73.7053689,74.55703854,61.16097252,60.72687679,73.77203936,1186.857975,51.26106502,97.5260706,0
82.6477516,0.415364335,31.38955439,36.82857076,1473.034749,228.6482444,5.228606532,65.73300263,77.11467099,59.51344425,65.52885192,74.00802401,1194.861627,41.07530734,88.08280866,0
65.239561,0.366876705,31.38618268,47.51709914,1510.161798,224.1582663,4.691928271,64.71751465,89.44385223,47.39197599,66.57011301,72.81168885,1230.339751,50.38687141,79.84778095,0
74.42631779,0.479641964,31.75323894,54.34201528,1544.60338,211.5756737,4.53037923,67.78196585,79.8964771,59.67294883,61.76878838,78.41357333,1205.140712,46.11613045,98.19346618,0
76.5364976,0.470972546,34.20479578,35.2724656,1506.313387,227.5882442,4.432989907,64.70599926,83.77263259,56.44992279,72.87293179,73.59081061,1168.187158,55.3432111,91.22644265,0
75.13442919,0.543192254,37.23503003,36.12692515,1619.605482,216.0601332,4.971024729,72.90283844,75.55053609,56.14593185,69.02471287,80.13691406,1222.758783,43.35297448,96.82771612,0
69.59225998,0.323919119,29.86376635,43.32463581,1471.103961,224.2834205,4.296511269,72.30539016,70.15366313,65.97588706,69.81105289,71.69602011,1267.672578,50.17921647,115.2713238,0
75.85432719,0.40645613,35.88776157,36.88982597,1495.954133,215.5203866,4.750430524,78.18605822,78.61664718,56.24686589,68.19478407,79.3016534,1234.388192,46.48181778,96.58800267,0
82.51699151,0.572509579,29.6318732,42.76574578,1488.947877,212.0288643,4.298815358,71.10315402,73.21665371,58.14268989,73.32626117,75.23209119,1158.584873,50.55167717,111.4330427,0
74.81182649,0.446467181,31.10294788,45.06318705,1504.063921,223.9457999,4.018355426,76.4957491,91.07721096,62.27352198,63.77413789,76.7565646,1207.96966,48.42018024,93.8040002,1
80.47095759,0.585277368,28.5615211,36.83622485,1521.266065,223.6681404,5.220029965,71.97478985,73.15559598,70.20066943,74.05261239,80.42057665,1128.321804,41.05477423,115.3826564,1
71.48973453,0.572762954,31.86662143,39.52770643,1494.325968,206.0804162,4.918648149,62.6974955,78.9653721,54.21722391,52.70915285,74.81467181,1199.637215,52.25661412,85.08772169,0
75.10501921,0.368816377,31.26475983,42.08223019,1550.296226,217.3969096,5.35817004,77.695986,87.69135779,52.31734655,69.57701485,72.40065669,1237.660672,51.44892239,98.51570599,0
